Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558007493	0	0	0	0	0	0	0	0	0
2558007494	25	25	23	45	66	52	41	47	30
2558007495	180	190	399	302	290	397	285	219	175
2558007496	262	280	435	428	493	476	457	379	280
2558007497	56	55	115	75	94	93	107	65	66
2558007498	54	68	127	110	141	135	115	90	77
2558007499	3276	3599	4535	5171	6430	6370	4614	3398	2899
2558007500	1386	1373	2018	2336	2777	3222	2227	1671	1645
2558007501	742	754	1194	1332	1502	2174	1441	1211	1130
2558007502	145	150	270	244	292	335	252	223	226
2558007503	305	356	590	536	611	722	619	567	508
2558007504	24	19	30	37	61	43	37	32	38
2558007505	17	20	22	29	39	41	38	14	19
2558007506	12	12	15	19	16	18	17	19	25
2558007507	25	40	63	55	66	67	62	46	51
2558007508	213	244	441	373	365	693	333	225	237
2558007509	498	427	711	489	510	645	842	802	719
2558007510	1875	1817	2104	2051	2395	1976	1479	1211	1091
2558007511	503	596	880	839	990	844	986	931	794
2558007512	338	409	553	523	513	611	618	419	458
2558007513	880	1005	1444	1183	1483	1553	1619	1238	1102
2558007514	362	370	594	588	716	677	663	551	522
2558007515	398	381	566	551	607	775	650	659	529
2558007516	95	109	178	160	172	176	183	165	153
2558007517	136	142	223	173	212	167	180	171	122
2558007518	3145	2795	4387	2219	2752	2017	3132	3507	2688
2558007519	1309	1190	1848	1013	1433	1315	1571	1503	1241
2558007520	184	171	268	169	192	199	235	222	226
2558007521	434	433	652	442	479	543	636	543	532
2558007522	961	959	1497	1423	1646	1782	1442	1489	1322
2558007523	2549	2436	3351	2939	3546	3243	2705	2765	2306
2558007524	67	78	135	124	162	140	95	112	93
2558007525	24	45	85	48	61	83	70	83	62
2558007526	6	8	28	17	15	21	13	20	17
2558007527	23	26	27	34	39	57	45	28	28
2558007528	246	229	389	355	376	408	262	262	237
2558007529	155	165	246	162	192	179	135	135	142
2558007530	461	563	649	573	637	612	433	307	264
2558007531	1464	1645	2072	2231	2722	2589	2116	1687	1585
2558007532	705	861	1048	1145	1549	1274	1173	960	833
2558007533	246	258	400	288	388	485	396	301	271
2558007534	975	977	1694	1255	1572	1379	1329	1368	1109
2558007535	3153	2935	4450	3972	4788	3569	3129	3404	2915
2558007536	431	479	576	681	726	605	486	518	403
2558007537	123	121	222	180	217	217	162	177	164
2558007538	267	242	343	257	271	318	293	248	195
2558007539	508	563	671	603	812	544	687	483	477
2558007540	1429	1707	2238	2219	2845	2693	2600	2004	1846
2558007541	249	259	355	380	507	376	417	315	255
2558007542	165	153	271	187	237	214	233	220	200
2558007543	491	405	1126	631	1099	923	1106	1135	945
2558007544	677	670	1323	1025	1278	1197	1262	1282	1112
2558007545	362	379	620	488	514	567	497	463	417
2558007546	416	393	679	577	700	871	540	498	453
2558007547	91	72	104	104	125	133	88	83	57
2558007548	482	525	671	558	830	730	467	428	380
2558007549	442	525	700	709	866	799	581	437	433
2558007550	291	285	410	413	479	604	410	374	318
2558007551	281	255	349	436	653	581	338	318	290
2558007552	348	384	446	514	807	704	415	427	328
2558007553	2970	3168	4226	4433	5621	5431	3093	3523	2800
2558007554	433	452	718	595	714	763	704	674	599
2558007555	1920	2172	3287	3239	3902	3921	2705	2417	2157
2558007557	1314	1344	1882	1632	2200	1967	1912	1574	1322
2558007558	5480	5538	9203	6979	5792	8489	8050	8829	7661
2558007559	656	587	1173	999	1129	1438	1237	1209	913
2558007560	68	70	139	123	113	182	109	108	90
2558007561	13091	13376	16367	12711	20090	12440	9243	10754	9011
2558007562	552	536	851	689	984	962	549	577	485
2558007563	355	447	635	545	677	721	830	497	488
2558007564	202	259	344	313	395	445	385	244	192
2558007565	3248	3620	3732	3120	3730	3220	3773	2919	2851
2558007566	516	628	766	526	594	574	599	461	359
2558007567	12365	11478	15211	9639	11151	9890	12428	9605	8116
2558007568	2019	2136	2709	1453	1681	1485	2107	1794	1424
2558007569	122	120	161	166	163	183	128	101	76
2558007570	291	277	367	324	250	125	115	289	237
2558007571	83	97	96	111	69	38	40	79	67
2558007572	267	236	405	295	298	241	206	237	153
2558007573	2610	2447	3330	2009	2268	2329	1573	985	833
2558007574	739	853	1075	1166	1670	1057	916	902	878
2558007575	831	646	979	669	1040	540	529	834	606
2558007576	1265	1183	1263	1330	1429	1403	1028	1129	1032
2558007577	249	256	471	443	484	664	489	366	296
2558007578	349	366	608	460	565	594	444	345	368
2558007579	123	112	209	160	220	249	207	185	161
2558007580	814	781	1282	961	985	1162	915	693	648
2558007581	1398	1377	1965	2378	2541	2953	1687	1559	1492
2558007582	1605	1539	2245	2522	2725	3541	1907	1567	1353
2558007583	779	789	1238	1480	1552	1991	1060	861	792
2558007584	292	305	473	400	511	540	455	470	382
2558007585	1432	1507	1653	1618	2066	1748	1425	953	1017
2558007586	1483	1414	2424	1958	2096	2183	1616	1793	1614
2558007587	2679	2639	4307	3809	4161	4250	3483	4053	3286
2558007588	1218	1514	1940	2325	3082	3256	1552	1454	1438
2558007589	3043	3205	3854	4964	6022	5950	3009	3067	2897
2558007590	836	917	1358	1955	2210	2194	1287	1192	1082
2558007591	198	240	324	353	617	437	332	224	201
2558007592	54	69	37	160	621	76	30	35	34
2558007593	6	9	21	27	51	36	29	24	24
2558007594	52	53	74	76	125	107	124	98	76
2558007595	77	94	156	143	198	175	190	202	167
2558007596	30	44	61	68	115	106	306	215	228
2558007597	335	410	475	510	635	593	722	595	463
2558007598	4513	5259	5842	6376	5822	7298	4495	4282	3880
2558007599	2104	2302	2590	2606	2663	3236	2183	1765	1631
2558007600	822	796	831	1136	1125	1263	778	638	625
2558007601	716	874	938	1114	1142	1278	800	655	594
2558007602	391	405	477	505	531	633	371	356	223
2558007603	459	469	464	576	584	641	380	319	291
2558007604	2190	2572	2736	3482	3884	3873	2137	1726	1573
2558007605	943	973	1244	1518	1783	1909	977	893	745
2558007606	38	27	47	40	32	38	38	37	22
2558007607	9	5	6	5	9	8	6	10	2
2558007608	544	542	749	492	573	575	506	441	381
2558007609	845	714	1470	744	624	925	1255	1341	1056
2558007610	1006	871	1826	970	929	1244	1524	1340	1009
2558007611	102688	112043	150121	149700	152435	135043	110500	93296	93673
2558007612	1618	1749	2436	1879	2810	2102	1817	2075	1540
2558007613	3165	3323	4290	3791	4956	3260	3185	2841	2593
2558007614	191	179	295	304	378	382	416	286	262
2558007615	19	25	32	23	48	44	47	20	19
2558007616	571	614	943	781	815	979	690	591	505
2558007617	474	492	702	622	636	833	622	469	434
2558007618	221	190	335	240	308	274	327	265	193
2558007619	931	782	1206	1001	1008	1198	1259	995	858
2558007620	636	558	849	725	832	573	530	695	613
2558007621	1185	1061	1514	1433	1583	1319	1119	1349	1106
2558007622	272	263	301	278	268	249	237	147	152
2558007623	499	441	723	626	794	857	906	563	517
2558007624	2952	2838	3731	3261	3642	3148	2794	3106	2515
2558007625	1200	1081	1240	1191	1442	1390	644	459	370
2558007626	743	498	792	744	898	947	459	362	307
2558007627	1381	1154	1732	1395	1641	1998	1112	882	725
2558007628	586	574	978	733	835	599	690	1614	1512
2558007629	340	375	527	476	490	408	381	442	464
2558007630	573	574	795	783	904	764	748	943	771
2558007631	221	303	380	383	489	373	589	503	476
2558007632	1268	1214	1788	1470	2037	1561	1265	1917	1539
2558007633	237	293	395	322	393	474	277	238	166
2558007634	118	139	105	171	160	190	121	43	50
2558007635	89	144	106	148	122	222	135	42	29
2558007636	67	82	134	125	80	259	169	126	83
2558007637	225	195	351	240	316	325	269	199	188
2558007638	165	148	208	239	371	357	232	188	186
2558007639	167	234	313	327	515	437	369	321	298
2558007640	363	424	514	599	889	778	573	539	474
2558007641	120	155	170	146	263	159	174	108	115
2558007642	180	286	263	430	877	308	409	262	297
2558007643	149	139	215	188	233	180	151	125	120
2558007644	632	645	910	890	980	863	946	776	674
2558007645	1082	1050	1488	1269	1523	1362	1173	1323	1136
2558007646	361	357	525	468	495	460	390	383	353
2558007647	210	200	353	316	379	415	432	283	292
2558007648	352	312	505	529	611	745	545	415	424
2558007649	258	333	379	511	603	693	462	348	284
2558007650	507	528	669	656	868	779	569	607	479
2558007651	335	363	562	483	592	585	437	378	321
2558007652	272	250	398	390	483	527	331	323	303
2558007653	66	89	121	114	171	183	144	123	79
2558007654	897	1148	1517	1643	1712	1740	884	979	848
2558007655	1101	1111	1555	1638	1906	1905	1486	1503	1418
2558007656	145	149	247	247	271	338	266	193	173
2558007657	1074	901	1386	1201	1452	1538	1399	866	784
2558007658	30	16	28	31	35	30	22	24	20
2558007659	578	583	1271	1018	872	1486	1009	1236	977
2558007660	375	368	659	620	488	689	553	607	534
2558007661	75	78	182	183	116	295	109	128	104
2558007662	230	229	364	437	522	608	386	304	282
2558007663	311	382	531	608	834	787	488	376	317
2558007664	2	9	6	11	9	9	6	4	6
2558007665	1446	1507	1897	1489	2291	1190	1321	1103	1121
2558007666	557	525	921	701	961	887	683	635	570
2558007667	310	277	491	473	442	530	288	361	236
2558007668	1803	1639	1819	1551	1536	1363	1149	780	628
2558007669	354	431	461	590	628	642	462	316	279
2558007670	433	451	684	716	841	805	573	413	347
2558007671	314	361	610	566	601	709	895	879	817
2558007672	516	532	855	744	911	941	1004	856	787
2558007673	14	27	35	31	55	42	39	49	35
2558007674	86	95	117	115	115	157	211	95	75
2558007675	26	38	53	51	79	64	65	38	41
2558007676	100	101	141	113	169	128	173	119	102
2558007677	241	211	340	250	347	296	256	189	175
2558007678	91	114	180	176	311	250	184	133	128
2558007679	779	783	1127	892	1193	1101	796	785	679
2558007680	2226	1987	2846	2761	3752	3745	2457	2367	2185
2558007681	1878	1534	2022	2074	2495	2409	1860	1749	1585
2558007682	80	91	138	149	133	122	142	116	91
2558007683	173	220	294	247	276	254	262	157	155
2558007684	327	387	485	444	559	540	469	441	357
2558007685	264	323	471	367	357	460	456	273	238
2558007686	72	83	123	104	101	153	90	70	75
2558007687	626	743	700	1166	932	1584	775	269	256
2558007688	84	126	173	183	179	331	252	83	124
2558007689	89	106	166	173	163	323	223	86	117
2558007690	472	531	574	731	866	1097	883	391	416
2558007691	28	18	30	44	42	53	51	20	26
2558007692	11	7	21	9	24	24	26	16	21
2558007693	1159	664	1753	910	1389	1120	1497	2050	1459
2558007694	594	520	863	709	905	774	802	823	721
2558007695	703	620	1245	1126	1417	1328	1444	1279	993
2558007696	1390	1311	2056	1928	2266	2250	2406	2074	1766
2558007697	27	30	63	47	56	56	68	83	72
2558007698	146	161	199	200	197	150	109	173	127
2558007699	105	117	142	165	215	175	146	184	150
2558007700	11409	14219	16107	27029	27231	19342	9538	19278	14969
2558007701	834	931	1609	1881	1542	2454	1870	2045	1600
2558007702	373	385	427	480	848	462	383	368	288
2558007703	2194	2087	2793	2351	2921	2604	1880	2081	1636
2558007704	123	87	38	73	62	59	87	51	62
2558007705	354	374	613	562	561	588	541	456	443
2558007706	33	41	67	68	87	85	50	58	50
2558007707	214	217	319	224	242	300	189	188	150
2558007708	51	40	80	60	237	56	26	54	57
2558007709	146	265	194	369	999	181	54	175	136
2558007710	672	586	696	673	879	803	605	561	514
2558007711	86	73	152	139	129	111	101	96	92
2558007712	38	74	62	87	67	96	47	48	37
2558007713	91	114	115	102	135	106	97	61	68
2558007714	388	455	660	481	613	778	456	410	406
2558007715	65	62	101	100	118	140	113	83	75
2558007716	115	88	76	147	176	216	100	55	72
2558007717	204	136	129	201	307	365	167	92	106
2558007718	69	29	53	42	55	65	39	34	43
2558007719	9	14	19	21	25	23	18	25	15
2558007720	245	201	385	239	290	326	391	269	308
2558007721	170	150	266	171	204	233	192	135	112
2558007722	34	29	72	27	27	22	51	80	53
2558007723	76	102	183	78	75	64	150	142	127
2558007724	630	673	1044	481	521	383	889	676	551
2558007725	96	112	207	116	123	85	176	153	123
2558007726	1751	1507	1972	1184	1413	790	1290	1132	846
2558007727	2849	2660	3207	2117	2468	1539	2448	1570	1199
2558007728	173	185	256	207	199	238	185	175	133
2558007729	159	141	179	146	190	180	249	207	183
2558007730	93	100	120	92	126	126	116	93	100
2558007731	135	111	209	139	169	161	225	178	181
2558007732	59	37	72	46	55	47	94	138	126
2558007733	126	118	175	135	131	113	206	297	249
2558007734	1239	1041	1913	1089	1062	1134	1992	2845	2464
2558007735	470	464	645	635	879	605	579	551	492
2558007736	343	380	587	489	674	612	622	634	500
2558007737	402	322	660	284	305	231	299	395	287
2558007738	340	321	468	480	689	658	636	454	451
2558007739	67	97	195	257	274	279	141	92	96
2558007740	953	941	1476	1463	1613	1305	1098	1249	1145
2558007741	8	20	21	31	75	21	15	21	10
2558007742	13	9	50	25	62	77	19	16	20
2558007743	10	16	33	23	58	46	24	30	10
2558007744	60	47	94	77	100	140	71	48	54
2558007745	254	247	308	415	520	500	254	219	155
2558007746	415	401	606	708	926	918	397	274	277
2558007747	45	50	102	80	105	91	59	82	67
2558007748	1279	1357	1970	1742	2177	1839	1353	1354	1244
2558007749	701	884	1086	1013	1141	1131	840	690	639
2558007750	2189	2058	4206	3567	3826	5286	3393	3256	2731
2558007751	34	39	61	47	60	55	38	63	51
2558007752	169	216	228	235	659	287	176	165	149
2558007753	73	88	56	100	221	86	54	49	45
2558007754	24	36	46	29	58	70	71	46	41
2558007755	234	274	380	308	389	375	377	243	255
2558007756	92	96	175	158	204	185	202	183	164
2558007757	105	97	170	157	192	174	150	162	140
2558007758	869	893	1310	1177	1457	1469	1401	1122	944
2558007759	804	876	1392	1064	1332	1216	1189	1199	944
2558007760	667	783	1022	998	1207	1087	974	946	820
2558007761	481	513	710	788	842	979	706	612	537
2558007762	795	776	1110	891	1107	1052	969	912	752
2558007763	311	328	458	387	478	498	421	369	361
2558007764	207	194	241	204	250	228	249	216	186
2558007765	749	645	773	659	1007	676	597	660	553
2558007766	226	219	302	271	394	214	301	234	191
2558007767	834	844	1132	890	1254	1080	1104	696	652
2558007768	110	125	204	177	224	204	147	195	153
2558007769	202	171	256	292	400	425	287	232	261
2558007770	54	42	55	50	75	78	88	60	54
2558007771	53	37	112	66	103	90	123	138	118
2558007772	106	149	219	196	278	263	242	205	168
2558007773	235	233	486	335	432	449	376	280	244
2558007774	1389	1317	2301	2282	2421	2332	1749	2083	1672
2558007775	625	634	831	670	596	580	421	656	552
2558007776	1250	1407	1970	1573	1685	1145	938	1778	1504
2558007777	198	143	289	178	180	180	112	231	198
2558007778	969	862	1184	989	1088	743	512	819	623
2558007779	1253	1057	1618	1238	1608	1193	720	1147	792
2558007780	1556	1435	2113	1697	2000	1723	1131	1317	952
2558007781	791	587	989	817	953	904	621	582	476
2558007782	725	649	1181	878	1056	1082	648	588	507
2558007783	1313	1128	2000	1770	2065	1990	1171	1133	987
2558007784	88	78	139	78	100	71	65	71	53
2558007785	56	33	87	40	78	71	62	53	46
2558007786	425	266	441	276	391	363	345	271	246
2558007787	73	80	134	104	152	170	173	129	128
2558007788	390	315	593	460	653	758	992	823	774
2558007789	400	354	741	540	786	752	1444	914	789
2558007790	366	350	588	387	633	515	805	555	543
2558007791	312	255	407	405	466	419	562	455	418
2558007792	584	511	809	657	904	790	870	625	517
2558007793	4456	4775	8983	6457	7119	3875	3853	4813	3012
2558007794	10350	10722	18439	13466	15828	6720	6758	13111	8288
2558007795	1625	1741	2699	2415	2038	1295	1337	2434	2092
2558007796	272	304	471	447	480	491	426	492	338
2558007797	3320	3504	4438	4123	4692	3886	4063	3844	3127
2558007798	777	876	1369	1061	968	938	1227	1412	1261
2558007799	1	0	2	6	5	3	2	1	3
2558007800	430	456	661	772	857	891	570	690	667
2558007801	163	179	275	320	315	238	144	216	183
2558007802	191	198	313	281	338	336	287	305	223
2558007803	46	44	66	65	68	74	44	49	49
2558007804	87	64	150	83	120	104	89	87	117
2558007805	5092	4752	7771	5349	4948	5794	6512	8297	6186
2558007806	280	245	358	239	301	278	337	233	211
2558007807	144	189	263	265	299	308	279	302	188
2558007808	1144	1008	1390	1328	1695	1635	1050	1051	920
2558007809	193	189	291	231	340	299	258	190	169
2558007810	3	11	12	10	8	9	10	9	6
2558007811	73	55	101	75	66	93	77	55	34
2558007812	43	44	92	63	81	84	106	73	40
2558007813	651	633	868	676	979	924	804	509	491
2558007814	123	132	158	136	177	234	186	106	87
2558007815	549	606	819	664	878	953	876	525	459
2558007816	40	33	77	57	64	85	81	42	33
2558007817	184	172	300	255	260	288	246	212	213
2558007818	776	668	1024	929	1057	1157	869	909	735
2558007819	1923	1819	2735	2278	2742	2619	2008	2031	1889
2558007820	127	106	152	181	186	201	169	196	152
2558007821	101	90	150	98	132	126	110	128	96
2558007823	74	83	139	143	134	170	138	147	119
2558007824	50	65	103	87	102	110	130	67	63
2558007825	119	102	162	130	146	141	174	183	99
2558007826	555	646	887	781	911	841	808	634	581
2558007827	617	644	1011	859	1140	1003	807	725	668
2558007828	35	26	51	36	55	40	35	41	22
2558007829	15	16	18	20	34	28	24	25	9
2558007830	224	247	456	275	290	154	241	235	168
2558007831	81	104	109	100	153	113	139	80	77
2558007832	480	435	885	598	756	786	1014	646	423
2558007833	140	145	197	163	272	178	223	138	119
2558007834	122	149	270	140	253	151	160	123	124
2558007835	299	256	373	187	275	146	233	221	153
2558007836	843	860	1828	1210	1824	1477	1947	1771	1617
2558007837	455	385	937	681	1028	835	1057	910	977
2558007838	706	654	1176	929	1285	1183	1332	1131	967
2558007839	38	45	92	50	47	70	58	70	47
2558007840	154	96	193	120	134	145	97	128	95
2558007841	74	66	99	107	124	130	89	78	76
2558007842	74	81	121	99	152	172	112	109	98
2558007843	41	37	53	58	100	69	45	28	28
2558007844	10	16	25	34	81	38	27	23	22
2558007845	938	864	1442	1374	1627	1731	1656	1254	1143
2558007846	70	46	105	95	125	165	157	127	100
2558007848	193	183	373	310	361	410	315	327	255
2558007849	25	37	59	48	44	43	28	18	28
2558007850	171	220	269	316	383	325	219	176	157
2558007851	1	1	10	3	2	4	4	6	1
2558007852	4	2	9	6	3	12	4	6	2
2558007853	23	27	31	25	27	26	43	15	26
2558007854	38	51	112	93	105	93	70	73	58
2558007855	660	596	1155	837	1012	450	545	1759	1252
2558007856	16	17	43	35	46	47	48	36	26
2558007857	50	64	76	79	86	75	71	57	62
2558007858	24	30	31	28	48	36	34	22	23
2558007859	196	204	252	290	380	354	234	180	208
2558007860	105	145	150	203	322	225	148	119	105
2558007861	217	248	311	450	664	549	399	278	276
2558007862	452	505	791	891	1336	1492	1032	670	597
2558007863	83	107	160	194	230	349	255	135	140
2558007864	246	278	423	476	595	996	598	350	383
2558007865	34	27	61	60	59	59	38	29	30
2558007866	11	9	15	14	18	20	13	6	12
2558007867	31	20	34	30	35	40	30	21	13
2558007868	57	71	94	98	123	113	108	75	63
2558007869	343	300	565	532	647	624	488	538	436
2558007870	650	773	1248	1203	1481	1351	890	1071	892
2558007871	367	356	675	618	670	612	547	586	555
2558007872	163	154	299	198	272	267	273	278	223
2558007873	583	548	850	738	672	743	880	669	559
2558007874	203	216	327	271	275	254	302	219	218
2558007875	44	39	76	83	85	85	71	54	51
2558007876	10	30	20	35	26	17	33	20	19
2558007877	45	51	114	99	102	141	126	115	106
2558007878	974	801	1429	1126	1074	923	886	1374	1169
2558007879	50	73	82	74	85	80	80	89	83
2558007880	252	257	399	324	403	370	398	344	275
2558007881	134	117	244	188	221	229	215	243	193
2558007882	296	270	414	461	517	414	390	388	296
2558007883	2567	2275	3642	3036	3491	3504	2313	2673	2305
2558007884	1363	1327	1422	1307	1670	1465	1112	1127	1200
2558007885	2365	2323	3274	3179	3717	3370	2462	2981	2572
2558007886	14894	14705	20051	22469	22261	23554	19916	17969	16387
2558007887	6063	6004	7589	9696	10957	10599	8148	7342	6520
2558007888	14956	13156	19238	23697	28058	29924	18918	15999	16039
2558007889	41	53	78	53	23	11	24	31	16
2558007890	1762	1934	4378	2914	2487	616	770	1687	703
2558007891	5384	5476	10681	6899	6213	1412	1302	5902	2788
2558007892	10	12	12	20	3	17	10	12	17
2558007893	84	100	95	88	73	47	43	121	75
2558007894	168	169	232	219	309	205	130	151	150
2558007895	240	254	377	316	379	331	268	304	254
2558007896	69	60	127	102	180	111	126	113	98
2558007897	43	47	82	65	90	51	57	42	54
2558007898	198	259	289	292	527	255	270	247	222
2558007899	14	16	27	11	21	23	20	32	20
2558007900	297	421	623	504	652	574	525	405	353
2558007901	24	29	52	55	37	83	52	46	39
2558007902	7	13	10	10	23	13	7	18	5
2558007903	3	0	2	3	1	3	4	2	5
2558007904	9	9	14	21	13	8	16	9	11
2558007905	34	23	51	44	49	46	30	31	25
2558007906	81	73	125	132	128	121	89	122	92
