Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558012416	1	2	4	2	3	0	7	0	0
2558012417	64	29	76	38	36	34	28	24	17
2558012418	52	16	76	16	7	21	14	7	10
2558012419	74	45	120	52	20	45	28	16	6
2558012420	31	28	98	17	10	17	16	3	10
2558012421	49	51	41	73	63	56	44	26	46
2558012422	423	102	571	108	57	131	86	75	46
2558012423	51	16	102	22	33	40	42	32	24
2558012424	186	72	223	132	141	127	209	231	197
2558012425	60	50	72	71	94	60	109	91	73
2558012426	16	12	13	6	27	17	34	20	28
2558012427	4	11	18	20	16	20	11	53	31
2558012428	199	187	422	180	220	210	321	264	193
2558012429	41	41	58	67	70	67	64	52	48
2558012430	34	40	43	39	60	69	68	51	27
2558012431	1	0	3	3	0	4	5	0	0
2558012432	20	16	32	25	41	44	35	28	23
2558012433	30	31	35	53	67	50	21	34	22
2558012434	19	46	57	41	47	42	53	44	34
2558012435	85	83	128	118	132	144	143	123	88
2558012436	22	7	27	11	10	21	24	17	30
2558012437	552	532	1150	435	595	631	812	668	596
2558012438	82	58	96	46	54	55	29	36	29
2558012439	23	16	30	24	27	24	16	23	18
2558012440	11	19	33	15	27	12	16	6	8
2558012441	9	11	50	21	27	43	20	40	21
2558012442	1670	979	1842	632	441	497	398	348	311
2558012443	2150	1291	2446	547	36	131	57	83	48
2558012444	57	33	71	70	70	80	81	96	81
2558012445	365	351	1017	860	982	1671	1897	2695	1653
2558012446	353	396	563	650	1071	856	655	884	568
2558012447	177	210	218	299	667	221	129	191	195
2558012448	485	504	582	265	248	160	260	232	169
2558012449	264	240	361	228	317	230	248	240	204
2558012450	9	3	11	8	16	7	2	3	5
2558012451	144	149	206	172	360	194	170	142	93
2558012452	24	37	46	51	52	54	31	32	28
2558012453	5	7	10	12	53	5	0	4	1
2558012454	1	6	5	3	17	6	5	2	1
2558012455	8	9	14	21	17	22	9	13	9
2558012456	1	8	1	3	0	10	12	1	1
2558012457	5	5	5	2	1	9	8	5	5
2558012458	6	10	22	7	11	7	16	8	2
2558012459	82	73	113	77	100	147	113	99	67
2558012460	161	104	351	145	200	368	273	279	211
2558012461	580	520	726	1457	943	1257	626	378	380
2558012462	1883	1670	3308	2012	2689	3088	2869	2548	2175
2558012463	53	60	77	110	123	114	95	55	89
2558012464	51	26	60	73	86	96	97	67	58
2558012465	123	130	213	216	276	264	212	161	159
2558012466	207	231	321	336	369	461	338	273	222
2558012467	272	306	427	466	491	524	413	361	288
2558012468	68	75	147	156	134	249	166	162	125
2558012469	6732	7225	11213	13385	12352	16916	11099	9609	8759
2558012470	2323	2352	4998	4900	4408	8236	4712	3969	3248
2558012471	7223	6847	11959	11750	11847	17140	11237	8931	7275
2558012472	575	564	1155	1042	1201	1506	920	880	733
2558012473	3359	3691	6655	6262	7492	7975	6524	4804	4357
2558012474	1536	1263	2504	2148	2315	2836	2507	1594	1159
2558012475	1476	1231	2390	2137	2217	3195	2707	1514	1136
2558012476	346	279	670	577	591	914	735	626	385
2558012477	46	43	84	88	100	101	94	95	65
2558012478	52	55	81	106	209	114	98	76	86
2558012479	41	47	55	83	102	61	35	42	33
2558012480	36	56	63	129	355	115	33	37	24
2558012481	41	64	83	117	320	136	50	60	32
2558012482	261	269	689	417	404	485	482	542	423
2558012483	574	480	1134	631	712	816	733	864	768
2558012484	53	53	76	77	89	77	51	39	46
2558012485	24	29	22	53	72	23	15	25	15
2558012486	11	16	24	35	33	19	13	18	12
2558012487	10	3	9	3	5	7	9	6	8
2558012488	219	227	387	403	500	335	94	96	64
2558012489	227	176	243	396	535	247	78	56	59
2558012490	166	167	197	384	507	273	68	69	71
2558012491	19	14	24	64	66	43	9	10	6
2558012492	32	28	65	134	150	85	22	18	10
2558012493	26	29	32	70	88	45	14	6	26
2558012494	86	102	136	330	491	218	59	41	32
2558012495	163	132	219	472	759	417	115	52	54
2558012496	88	57	135	238	352	244	70	49	31
2558012497	12	26	37	71	124	73	23	11	12
2558012498	232	225	410	648	876	622	240	162	146
2558012499	23	22	34	43	95	34	28	24	16
2558012500	41	45	81	101	170	88	75	54	50
2558012501	140	123	151	159	190	117	131	104	123
2558012502	0	0	0	1	0	0	0	0	0
2558012503	315	235	414	201	292	213	206	236	152
2558012504	19	22	19	19	22	16	26	13	8
2558012505	106	77	119	110	148	84	96	86	68
2558012506	23	11	18	16	19	8	5	4	7
2558012507	47	33	44	56	49	27	35	28	23
2558012508	8	12	9	5	9	10	13	2	3
2558012509	47	52	64	72	93	71	56	40	28
2558012510	48	43	74	105	57	61	55	46	49
2558012511	32	48	51	73	52	63	54	49	61
2558012512	27	26	52	41	29	48	43	35	35
2558012513	39	37	79	56	55	104	64	73	68
2558012514	88	59	110	155	111	105	87	190	123
2558012515	16	11	52	34	31	176	39	56	21
2558012516	62	37	107	81	72	301	123	201	96
2558012517	551	360	1163	1057	1505	1764	761	1486	789
2558012518	1	0	0	0	3	0	2	0	0
2558012519	15	25	16	21	37	22	17	14	7
2558012520	17	20	15	11	23	7	9	8	7
2558012521	240	155	190	165	192	98	119	41	34
2558012522	201	170	194	183	175	92	75	38	31
2558012523	287	257	370	237	287	136	133	59	55
2558012524	262	198	247	183	179	81	131	66	59
2558012525	36	35	69	40	48	58	76	52	46
2558012526	110	138	255	121	131	133	171	125	115
2558012527	88	102	154	94	95	141	124	115	99
2558012528	25	11	33	19	32	25	30	18	29
2558012529	0	0	0	0	0	0	0	0	0
2558012530	27	21	45	50	45	28	15	34	16
2558012531	41	20	30	18	22	19	12	14	11
2558012532	10	3	8	3	4	8	3	2	2
2558012533	89	60	86	39	29	33	23	27	36
2558012534	1	2	3	1	2	2	2	0	2
2558012535	6	7	5	1	6	4	2	4	1
2558012536	118	48	116	23	6	89	12	10	12
2558012537	1079	532	1016	209	96	709	60	62	77
2558012538	285	117	292	43	20	204	15	18	24
2558012539	120	48	94	21	11	73	4	16	10
2558012540	2298	1036	2254	366	152	1367	107	107	146
2558012541	473	184	422	62	25	249	24	24	27
2558012542	446	175	382	58	32	220	16	20	16
2558012543	4399	1666	4079	591	332	2301	240	178	214
2558012544	787	333	906	137	83	579	22	41	46
2558012545	1811	738	1866	378	255	1076	94	107	94
2558012546	1931	875	1738	392	185	865	76	63	82
2558012547	1377	755	1182	252	131	442	60	56	41
2558012548	302	240	299	176	248	361	175	241	190
2558012549	10	11	10	7	3	5	6	13	7
2558012550	14	9	20	13	13	12	11	12	2
2558012551	32	85	47	90	116	40	110	70	84
2558012552	5	12	6	17	19	3	13	6	22
2558012553	11	14	9	10	29	6	29	18	16
2558012554	38	31	48	83	196	59	47	39	28
2558012555	605	469	937	833	880	885	585	864	607
2558012556	208	242	383	341	368	323	354	399	307
2558012557	105	104	174	115	165	167	178	212	198
2558012558	10	3	13	7	8	14	12	25	7
2558012559	15	16	28	21	21	25	43	25	23
2558012560	4	4	3	14	8	7	7	0	5
2558012561	57	80	98	124	119	154	79	89	82
2558012562	117	145	213	175	204	239	153	145	130
2558012563	46	46	91	65	84	80	74	78	80
2558012564	1	0	0	1	2	0	2	4	0
2558012565	6	5	6	3	3	7	3	3	3
2558012566	2	4	1	5	3	1	7	7	3
2558012567	19	14	30	25	29	21	22	15	22
2558012568	5	10	23	26	17	11	20	21	7
2558012569	17	19	33	17	33	19	24	16	20
2558012570	28	25	50	26	25	33	23	21	21
2558012571	45	33	59	20	34	18	21	24	24
2558012572	43	30	48	9	24	20	14	10	5
2558012573	102	73	106	57	64	90	76	58	50
2558012574	390	387	638	567	724	606	586	504	441
2558012575	263	248	377	338	405	404	314	277	209
2558012576	7	10	10	17	17	16	15	11	12
2558012577	69	196	117	135	206	59	411	340	311
2558012578	4	4	1	9	11	2	15	7	11
2558012579	17	25	39	32	27	32	25	34	26
2558012580	22	20	39	36	39	32	19	38	22
2558012581	20	18	35	20	32	38	35	34	36
2558012582	15	11	10	22	20	28	16	15	5
2558012583	32	34	60	39	37	42	23	21	34
2558012584	13	16	15	13	26	21	17	9	12
2558012585	29	32	44	69	80	98	37	43	35
2558012586	10	10	32	24	33	19	15	23	15
2558012587	216	273	309	314	393	419	248	178	164
2558012588	54	80	95	100	119	100	93	58	58
2558012589	21	12	39	22	35	24	31	12	18
2558012590	22	12	22	21	18	40	26	10	18
2558012591	1	7	18	14	12	18	3	17	11
2558012592	202	252	236	251	351	284	347	208	216
2558012593	287	342	504	457	568	527	716	394	425
2558012594	237	134	283	162	267	142	133	270	213
2558012595	171	117	257	154	239	193	173	328	230
2558012596	147	162	271	203	233	284	213	199	156
2558012597	349	316	577	454	554	539	434	470	340
2558012598	166	175	238	153	190	192	217	181	125
2558012599	72	79	135	85	124	75	198	149	157
2558012600	61	71	113	70	113	113	99	76	56
2558012601	29	36	58	46	74	60	52	61	41
2558012602	36	44	49	53	92	70	50	43	49
2558012603	197	203	354	303	351	315	294	299	237
2558012604	3	0	0	3	4	6	6	1	1
2558012605	29	11	26	29	28	33	30	23	9
2558012606	13	20	40	23	22	41	32	30	14
2558012607	2	3	6	1	2	3	0	2	0
2558012608	9	6	9	7	17	10	9	11	5
2558012609	4	4	9	1	4	3	8	8	3
2558012610	6	17	11	10	5	8	9	5	5
2558012611	1	6	1	0	2	3	0	2	0
2558012612	16	11	17	18	22	29	22	18	20
2558012613	24	28	57	49	30	38	75	48	30
2558012614	140	145	328	160	202	283	373	243	170
2558012615	29	20	35	35	33	38	55	30	19
2558012616	339	271	584	350	476	350	540	389	342
2558012617	176	134	236	119	147	104	158	147	114
2558012618	131	101	181	98	101	70	93	118	94
2558012619	570	471	658	478	452	359	423	443	372
2558012620	51	43	70	26	45	25	51	82	72
2558012621	42	42	56	37	66	61	38	20	25
2558012622	58	45	74	42	85	99	79	46	34
2558012623	23	30	36	32	48	46	42	22	14
2558012624	22	17	34	14	13	20	31	29	27
2558012625	18	9	20	8	9	10	12	17	11
2558012626	3	1	2	3	1	5	1	3	0
2558012627	0	1	0	5	1	1	1	1	0
2558012628	4	4	3	3	3	1	1	1	0
2558012629	0	2	0	1	1	0	1	0	2
2558012630	0	0	3	1	2	2	0	2	0
2558012631	12	5	6	3	2	13	5	3	7
2558012632	1	1	1	2	4	2	1	0	0
2558012633	24	8	11	19	16	13	14	12	7
2558012634	5	7	1	3	9	5	5	2	2
2558012635	6	14	24	18	20	18	10	14	11
2558012636	2	0	0	2	1	3	1	0	0
2558012637	0	0	1	2	1	4	1	0	0
2558012638	0	3	1	2	2	2	3	0	2
2558012639	6	4	5	6	5	6	20	4	11
2558012640	11	14	13	16	23	24	6	17	12
2558012641	14	15	18	22	19	14	11	19	27
2558012642	76	60	90	104	96	71	62	93	73
2558012643	29	31	36	46	35	60	33	33	16
2558012644	24	15	31	23	22	41	34	23	33
2558012645	69	56	102	97	92	138	105	142	97
2558012646	117	93	229	165	187	254	205	254	190
2558012647	432	379	699	509	577	577	483	716	575
2558012648	284	280	636	507	685	702	544	567	536
2558012649	27	29	39	41	46	36	37	58	43
2558012650	38	52	62	56	68	81	71	43	57
2558012651	36	31	42	28	40	41	25	23	15
2558012652	2	1	18	3	4	7	2	7	8
2558012653	62	53	77	59	79	76	91	78	69
2558012654	43	31	49	39	40	58	41	47	34
2558012655	8	10	8	8	13	17	7	10	4
2558012656	11	14	8	18	9	20	11	8	16
2558012657	12	14	16	12	25	11	21	9	9
2558012658	9	8	11	11	10	7	11	10	6
2558012659	2	6	3	4	2	11	7	3	4
2558012660	11	8	9	18	5	17	9	11	8
2558012661	13	6	5	4	8	11	6	12	7
2558012662	28	21	33	36	54	40	27	26	12
2558012663	32	23	48	25	45	69	42	42	27
2558012664	55	38	54	57	80	67	51	45	41
2558012665	3	1	5	3	5	5	4	3	0
2558012666	11	15	26	20	25	22	17	18	18
2558012667	43	47	69	39	76	56	74	95	82
2558012668	44	47	139	85	87	92	59	136	90
2558012669	7	4	10	8	12	7	1	5	13
2558012670	0	2	3	2	2	2	4	2	7
2558012671	12	22	34	20	17	30	43	32	33
2558012672	57	69	162	148	144	179	187	132	120
2558012673	0	0	0	0	2	0	0	0	1
2558012674	72	70	148	99	89	148	141	149	125
2558012675	0	3	4	3	5	7	10	6	8
2558012676	22	30	48	38	24	31	38	34	32
2558012677	5	0	4	3	4	1	0	1	1
2558012678	7	5	8	4	2	6	2	2	3
2558012679	1	1	1	1	1	4	0	0	0
2558012680	9	6	7	1	12	7	3	13	7
2558012681	1	1	1	1	3	1	5	2	0
2558012682	0	0	0	0	0	0	0	0	0
2558012683	10	10	14	5	12	7	6	6	6
2558012684	42	30	24	42	22	36	7	9	10
2558012685	229	186	261	242	186	246	123	128	92
2558012686	86	75	119	91	79	169	47	55	40
2558012687	279	338	558	605	763	739	103	138	106
2558012688	47	37	114	69	56	121	99	115	62
2558012689	33	36	42	39	39	51	34	34	44
2558012690	29	14	19	29	38	31	45	30	36
2558012691	11	3	6	10	8	8	3	13	8
2558012692	4	3	11	8	16	11	7	8	11
2558012693	44	43	32	59	62	69	38	34	28
2558012694	97	85	101	145	193	143	40	15	25
2558012695	406	415	561	573	668	621	383	449	403
2558012696	16	24	27	22	29	29	17	33	7
2558012697	11	16	29	30	32	28	27	22	19
2558012698	108	80	151	126	177	138	166	125	91
2558012699	3132	2717	5204	2919	3794	2909	3442	3337	2550
2558012700	1877	1676	3006	1899	2014	1627	2031	2221	1634
2558012701	234	187	326	219	272	251	281	276	246
2558012702	96	64	146	63	103	88	131	131	90
2558012703	66	82	133	88	106	100	169	161	128
2558012704	184	194	431	204	222	273	592	808	793
2558012705	266	283	337	416	548	459	440	317	353
2558012706	956	905	1218	1350	1732	1415	1178	1037	941
2558012707	58	57	114	101	68	56	65	154	126
2558012708	670	685	948	967	617	328	289	900	697
2558012709	376	295	543	387	483	450	538	435	359
2558012710	153	124	185	182	207	189	169	154	135
2558012711	118	151	180	177	190	211	195	147	115
2558012712	15	30	36	30	47	41	40	22	15
2558012713	24	23	30	31	40	46	38	19	21
2558012714	5	6	12	7	4	11	9	5	3
2558012715	0	0	0	1	0	0	0	0	1
2558012716	0	0	0	0	1	0	0	0	0
2558012717	1	2	0	3	5	3	4	2	1
2558012718	12	13	14	17	15	28	33	27	8
2558012719	28	33	49	45	46	57	51	40	40
2558012720	96	126	186	179	259	364	242	193	150
2558012721	71	88	98	205	230	282	165	81	84
2558012722	84	102	157	247	356	449	278	162	154
2558012723	75	97	211	616	848	1074	621	373	349
2558012724	52	52	118	110	82	101	57	46	58
2558012725	220	241	523	708	331	478	195	300	262
2558012726	31	67	111	146	56	103	52	89	68
2558012727	65	111	137	134	141	149	144	114	84
2558012728	82	68	88	94	99	87	89	77	60
2558012729	22	7	44	51	58	40	40	28	34
2558012730	88	108	191	143	155	189	147	148	90
2558012731	32	27	52	50	54	73	92	45	44
2558012732	4	6	15	8	16	16	13	10	8
2558012733	13	9	11	19	18	24	13	7	18
2558012734	283	217	249	267	391	316	261	161	189
2558012735	934	536	754	519	1491	489	779	937	848
2558012736	665	489	557	520	1336	390	796	814	881
2558012737	112	78	157	111	136	130	150	95	103
2558012738	146	133	263	266	685	243	286	275	279
2558012739	233	251	608	380	580	805	663	655	610
2558012740	59	72	91	74	74	80	70	129	109
2558012741	55	57	89	76	103	89	58	102	66
2558012742	206	147	323	137	275	172	88	173	118
2558012743	32	27	38	33	64	52	35	35	37
2558012744	175	309	364	418	1246	620	175	176	213
2558012745	116	117	273	238	365	296	246	312	238
2558012746	505	435	854	676	780	867	895	1129	955
2558012747	94	81	205	119	147	139	154	187	184
2558012748	75	63	124	103	293	68	55	89	49
2558012749	89	94	124	56	106	56	70	74	56
2558012750	24	15	43	14	53	27	11	20	17
2558012751	113	70	144	83	114	105	51	104	87
2558012752	23	24	60	33	110	48	15	16	18
2558012753	35	45	121	57	251	121	24	49	42
2558012754	9	8	28	4	36	18	13	10	4
2558012755	12	23	41	29	61	58	17	22	20
2558012756	0	0	0	0	0	1	0	0	0
2558012757	1	0	1	0	4	0	1	1	3
2558012758	6	9	15	10	21	20	7	6	11
2558012759	17	11	21	18	24	23	37	12	20
2558012760	73	63	120	90	141	110	104	73	60
2558012761	7	3	6	10	6	7	5	7	2
2558012762	114	94	125	132	182	135	107	103	103
2558012763	12	29	20	41	97	35	24	24	16
2558012764	18	16	28	36	70	34	25	17	23
2558012765	10	24	23	20	21	27	32	26	21
2558012766	99	56	160	74	85	115	50	84	79
2558012767	866	441	943	178	22	22	10	15	21
2558012768	100	93	106	73	67	39	38	30	35
2558012769	11	10	16	13	6	10	15	9	9
2558012770	43	41	50	68	207	38	20	57	48
2558012771	44	55	84	96	164	87	60	75	54
2558012772	17	25	39	22	21	35	36	17	23
2558012773	19	20	54	40	31	59	23	32	29
2558012774	7	6	15	10	12	11	11	7	9
2558012775	4	5	3	1	5	3	11	6	5
2558012776	29	20	32	30	38	35	38	25	14
2558012777	19	21	31	29	38	26	34	13	22
2558012778	15	8	15	13	17	13	22	1	13
2558012779	21	16	29	17	17	20	16	22	7
2558012780	175	176	253	178	216	232	215	186	187
2558012781	49	46	53	63	88	53	69	37	24
2558012782	30	28	34	42	49	34	33	21	12
2558012783	10	14	32	35	40	27	46	15	17
2558012784	103	127	144	145	217	160	128	100	108
2558012785	88	91	133	173	202	201	148	88	96
2558012786	37	30	64	50	82	72	66	39	38
2558012787	5	13	12	10	16	15	13	15	10
2558012788	30	32	58	41	59	46	68	30	30
2558012789	26	35	40	28	48	34	39	46	36
2558012790	7	9	6	19	39	13	1	12	6
2558012791	35	41	38	102	232	92	15	29	32
2558012792	37	76	125	150	688	213	62	94	82
2558012793	136	196	199	294	1248	306	94	279	224
2558012794	87	85	145	162	152	116	118	151	134
2558012795	163	188	399	358	404	348	217	441	334
2558012796	198	263	420	389	420	383	318	332	310
2558012797	56	51	124	95	78	98	93	117	80
2558012798	53	35	123	26	25	55	40	24	12
2558012799	365	305	823	280	250	413	307	138	95
2558012800	480	394	928	390	294	453	238	168	117
2558012801	1162	1030	2284	878	665	974	419	283	234
2558012802	84	99	166	174	218	162	111	120	115
2558012803	104	82	168	114	161	143	126	129	82
2558012804	133	136	238	189	338	240	195	180	166
2558012805	184	186	248	255	420	244	230	292	211
2558012806	1199	960	1483	1384	3466	1682	1177	1726	1319
2558012807	159	135	257	228	268	248	332	347	264
2558012808	82	87	146	118	152	126	184	190	212
2558012809	37	29	34	32	49	42	43	63	53
2558012810	364	404	464	474	565	440	521	401	355
2558012811	10	13	11	4	4	3	2	0	0
2558012812	887	908	1196	1055	1381	1087	938	769	688
2558012813	45	32	46	50	59	46	32	26	29
2558012814	483	576	708	874	946	606	448	644	507
2558012815	916	985	1708	1549	2152	1701	1469	1237	1053
2558012816	800	990	1454	1122	1316	1460	821	352	298
2558012817	13	19	26	14	19	27	27	15	9
2558012818	7	12	6	14	13	11	13	8	7
2558012819	9	15	27	24	32	15	30	21	16
2558012820	13	21	28	17	31	19	40	21	21
2558012821	7	1	5	6	9	7	5	7	4
2558012822	21	27	38	38	28	37	19	24	15
2558012823	3	2	16	6	8	15	11	4	8
2558012824	102	74	100	100	101	84	77	83	51
2558012825	24	10	13	17	23	53	20	14	10
2558012826	10	8	13	35	28	60	23	7	5
2558012827	1	8	4	10	7	19	6	3	0
2558012828	31	49	62	73	99	149	26	8	10
2558012829	51	88	80	107	151	149	59	20	10
2558012830	32	48	43	78	118	89	20	10	10
2558012831	91	101	84	163	206	113	36	13	14
2558012832	46	36	53	77	73	68	46	24	30
2558012833	73	60	100	113	164	110	134	92	92
2558012834	181	202	265	273	320	257	262	174	184
2558012835	152	193	233	303	320	324	288	265	228
2558012836	158	270	242	411	508	573	290	210	195
2558012837	20	44	56	72	85	91	42	32	29
2558012838	17	23	33	39	59	54	25	26	25
2558012839	80	105	138	198	193	192	214	129	123
2558012840	102	127	218	176	273	319	287	203	190
2558012841	8	9	8	13	17	17	6	6	10
2558012842	26	20	12	21	25	25	17	14	18
2558012843	371	377	555	518	612	604	587	525	472
2558012844	22	12	46	50	40	32	22	39	32
2558012845	47	41	70	71	84	89	70	60	56
2558012846	54	41	47	75	82	76	75	44	52
2558012847	45	41	61	66	63	74	95	51	71
2558012848	189	146	303	233	256	306	216	293	197
2558012849	43	36	70	68	74	118	83	62	62
2558012850	23	14	14	42	44	44	32	15	9
2558012851	30	25	30	62	51	84	32	33	25
2558012852	19	7	19	24	28	24	22	10	8
2558012853	45	54	73	101	114	148	90	57	35
2558012854	12	16	30	49	46	52	36	15	15
2558012855	31	32	48	87	121	90	62	20	19
2558012856	46	58	61	128	141	173	62	33	30
2558012857	0	11	11	8	8	9	10	5	10
2558012858	13	18	11	15	21	18	4	12	5
2558012859	7	8	6	12	7	13	13	15	7
2558012860	9	6	10	4	3	14	17	11	9
2558012861	355	344	628	433	488	447	557	482	456
2558012862	81	93	109	107	124	84	56	74	63
2558012863	143	94	151	116	156	201	145	105	86
2558012864	16	13	26	26	32	19	15	16	33
2558012865	3	3	5	3	3	5	4	2	2
2558012866	124	139	147	170	200	235	154	122	110
2558012867	88	70	130	104	84	168	84	93	56
2558012868	0	0	0	0	1	1	1	0	0
2558012869	6	2	3	3	9	6	4	8	12
2558012870	181	212	348	340	275	231	139	348	283
2558012871	167	175	319	287	294	272	185	346	286
2558012872	74	51	129	126	131	102	83	137	147
2558012873	69	65	148	119	96	123	114	175	129
2558012874	39	36	126	63	69	88	77	109	108
2558012875	29	20	53	44	47	71	48	54	70
2558012876	28	27	89	60	78	64	46	68	76
2558012877	303	390	558	593	716	830	366	457	379
2558012878	628	596	1040	1134	1631	1521	805	1014	825
2558012879	159	211	134	269	308	194	149	109	148
2558012880	1155	1201	2051	1959	1907	2170	1578	804	820
2558012881	35	43	64	57	57	84	48	63	39
2558012882	129	148	194	206	205	326	170	112	106
2558012883	694	849	911	966	1040	1303	844	499	464
2558012884	936	756	1090	727	1139	927	759	579	469
2558012885	640	537	774	437	640	456	565	457	334
2558012886	54	79	57	133	599	140	18	30	24
2558012887	59	36	68	57	68	71	56	58	40
2558012888	14	14	23	19	42	21	22	22	13
2558012889	65	70	101	99	124	104	92	66	60
2558012890	6	12	13	17	27	14	15	34	15
2558012891	22	9	29	15	26	15	7	17	14
2558012892	1	1	3	3	9	2	0	7	2
2558012893	36	19	48	45	84	67	23	40	28
2558012894	45	41	64	48	65	108	131	80	115
2558012895	67	48	107	96	140	219	232	136	107
2558012896	40	24	79	69	87	146	147	83	79
2558012897	150	171	241	261	354	351	258	181	167
2558012898	464	442	624	646	729	637	404	516	453
2558012899	51	67	113	82	118	108	131	84	67
2558012900	428	410	498	609	746	647	571	419	408
2558012901	45	45	53	76	79	79	67	54	54
2558012902	49	35	39	48	49	68	35	39	51
2558012903	11	5	13	4	24	21	29	11	11
2558012904	4	2	0	4	2	5	8	2	1
2558012905	99	109	118	139	227	169	149	81	77
2558012906	96	108	146	136	194	199	156	93	91
2558012907	96	107	127	158	184	177	162	87	87
